"Respostas e iGovTI 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foram omitidas as respostas a alguns itens do questionário (questão 5.10, itens das questões 1.8, 4.3, 6.1, 6.2 e 6.3), com vistas a não identificar individualmente os respondentes, de acordo com o Acórdão 3.117/2014-TCU-Plenário, item 9.1.3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Instituição","DescSeg","iGovTI2014","11_a","11_b","11_c","11_d","11_e","11_f","12_a","12_b","12_c","12_d","13_a","13_b","13_c","13_d","14_a","14_b","14_c","14_d","15_a","15_b","15_c","15_d","15_e","16_a","17_a","17_b","17_c","17_d","17_e","18_a","18_b","18_c","18_d","18_e","18_f","21_a","21_b","21_c","21_d","21_e","21_f","21_g","21_h","21_i","21_j","22_a","22_b","22_c","22_d","22_e","22_f","22_g","22_h","22_i","22_j","31_a","31_b","31_c","31_d","32_a","32_b","32_c","32_d","32_e","32_f","32_g","32_h","32_i","41_a","41_b","41_c","41_d","41_e","41_f","41_g","41_h","42_a","42_b","42_c","43_b1","51_a","51_b","51_c","51_d","51_e","51_f","51_g","51_h","51_i","51_j","51_k","51_l","51_m","51_n","52_a","52_b","52_c","52_d","52_e","52_f","53_a","53_b","53_c","53_d","53_e","54_a","54_b","54_c","54_d","54_e","54_f","54_g","54_h","54_i","54_j","54_k","54_l","54_m","54_n","54_o","54_p","54_q","54_r","54_s","54_t","54_u","55_a","55_b","55_c","55_d","55_e","56_a","56_b","56_c","56_d","56_e","56_f","57_a","57_b","57_c","57_d","57_e","57_f","57_g","57_h","57_i","58_a","58_b","58_c","58_d","58_e","59_a","59_b","59_c","59_d","59_e","61_a3","61_a4","61_b3","61_b4","61_c3","61_c4","61_d3","61_d4","61_e3","61_e4","62_a","62_b","621_a4","621_a5","621_b4","621_b5","621_c4","621_c5","621_d4","621_d5","621_e4","621_e5","622_a5","622_a6","622_b5","622_b6","622_c5","622_c6","622_d5","622_d6","622_e5","622_e6","63_a3","63_a4","63_b3","63_b4","63_c3","63_c4","63_d3","63_d4","63_e3","63_e4","64_a","64_b","64_c","64_d","64_e","64_f","64_g","64_h","Utilidade"
110,"Executivo - Sisp",60%,5,5,4,5,2,5,5,5,5,5,5,2,4,2,5,4,5,4,4,4,5,5,2,2,2,4,5,5,4,2,2,2,2,2,2,5,5,5,2,5,5,4,5,5,5,5,5,5,2,5,5,5,5,4,5,4,5,5,4,5,5,2,5,4,2,2,3,3,5,5,4,4,4,4,4,4,2,5,4,1,2,1,2,2,4,4,2,2,2,2,4,2,4,2,4,2,2,2,2,2,4,4,2,2,2,2,2,2,3,2,4,4,2,2,2,4,2,4,2,4,2,5,4,5,4,4,5,5,5,5,5,4,4,4,4,4,2,4,5,4,5,5,5,5,4,4,4,5,4,4,5,4,4,4,4,4,50,100,1400,42,15,15,,,,,1,1,28,20,16,10,10,0,98,0,,,100,8,100,0,100,5,100,0,,,20000,25106,240,60,700,182,0,0,0,0,5,4,4,4,4,2,1,4,5
111,"Executivo - Sisp",24%,2,3,2,2,2,2,2,5,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,5,5,5,5,5,5,5,5,4,3,4,5,5,4,5,4,4,3,2,4,3,3,2,3,5,3,3,2,2,3,3,2,2,4,4,4,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,3,2,2,3,4,5,3,2,2,2,2,3,2,2,2,2,70,80,10,0,30,5,100,100,,,1,,60,30,70,0,5,95,,,,,,,,,,,,,,,95,98,99,95,,,,,,,4,3,3,3,2,2,2,5,5
112,"Executivo - Sisp",53%,4,5,4,5,2,2,5,5,5,5,4,2,4,4,2,2,2,2,5,5,5,5,5,5,2,2,2,2,2,2,4,4,2,2,5,4,4,4,4,4,1,4,4,1,5,4,4,4,5,5,4,4,4,2,2,4,4,2,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,,4,3,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,4,2,2,2,2,2,5,5,5,5,2,4,2,2,2,2,2,2,4,2,5,2,2,2,5,4,2,5,5,5,5,2,3,2,2,2,2,2,5,5,5,4,2,5,5,5,5,5,5,5,5,2,5,5,5,5,5,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,100,41,100,100,100,100,100,90,,,5,5,5,5,3,3,3,5,5
113,"Executivo - Sisp",43%,4,4,4,3,2,2,4,5,4,4,3,3,4,4,4,3,3,3,3,2,3,2,3,4,3,3,3,3,3,2,2,2,2,3,2,4,4,4,2,4,4,4,3,3,4,5,5,5,3,5,5,4,4,4,4,5,5,5,4,4,3,3,5,5,3,3,3,3,5,4,4,4,4,2,2,3,4,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,4,3,3,3,3,3,3,5,5,5,4,4,4,4,4,5,3,3,3,4,2,3,3,3,3,3,1,60,2,50,3,0,,,,,1,,0,12,60,0,40,0,,,,,,,,,,,,,,,90,80,100,95,80,70,,,,,5,4,4,4,3,3,3,4,4
114,"Executivo - Sisp",47%,4,4,4,5,3,3,4,5,4,5,4,3,5,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,2,3,3,4,5,5,4,5,4,4,4,4,4,4,4,3,3,5,5,4,4,4,5,4,4,4,4,4,4,4,3,3,4,4,3,2,5,4,4,3,3,4,4,2,3,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,10,90,500,50,13,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,100,1,100,1,100,1,100,1,100,4,4,4,4,4,4,4,4,5
115,"Executivo - Sisp",44%,5,5,4,4,2,2,5,5,5,5,5,4,5,2,3,3,3,3,4,4,4,4,3,5,4,4,2,2,4,2,4,4,2,2,4,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,4,5,4,3,5,5,5,4,3,4,4,2,4,3,2,2,2,2,3,2,2,2,2,2,2,3,2,4,4,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,2,2,2,2,2,2,2,4,4,4,4,4,4,5,4,4,4,4,3,3,2,4,4,4,3,3,100,100,100,80,50,25,100,50,50,15,1,1,25,25,10,50,10,25,0,50,50,50,100,100,100,100,100,100,100,100,100,100,100,70,50,20,100,25,100,90,100,80,4,3,3,3,3,2,2,4,4
116,"Executivo - Sisp",3%,3,3,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,4,2,2,2,1,4,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,4
117,"Executivo - Dest",60%,5,3,4,5,5,1,5,5,5,5,5,5,5,5,3,3,3,3,2,4,5,5,5,4,5,3,2,4,4,5,2,5,4,5,4,4,5,5,4,5,5,4,4,5,2,5,5,5,5,5,5,4,3,5,5,4,5,3,5,2,2,2,5,5,2,2,5,2,4,5,5,4,3,5,5,2,3,5,2,1,3,2,2,2,5,5,4,4,2,2,5,5,2,2,3,4,4,4,4,2,4,4,2,2,2,3,3,5,5,5,4,4,3,3,3,4,3,5,5,5,5,5,5,5,3,4,5,4,2,4,5,5,4,4,3,2,2,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,100,100,,,,,,,,,1,1,20,0,68,0,20,0,10,0,84,0,100,0,100,0,100,0,100,0,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5
118,"Legislativo ou Ministério Público ou Terceiro Setor",55%,4,5,5,5,4,4,5,3,3,4,5,4,4,4,2,2,2,2,2,2,4,4,2,4,4,4,4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,3,4,4,4,4,4,4,4,5,4,4,2,4,5,4,5,4,3,3,4,4,4,4,4,4,2,2,5,5,2,,2,2,4,3,2,2,4,4,4,3,2,2,2,2,4,2,4,4,4,2,4,4,4,3,3,5,5,4,4,5,4,4,3,3,3,2,2,4,4,4,5,2,2,5,4,4,5,4,4,5,4,4,4,4,4,3,2,5,5,5,4,5,5,5,4,5,4,4,4,4,2,5,5,4,4,5,99,99,56,24,76,52,6,100,,,,,1,,0,20,0,0,,,,,,,,,,,,,,,,,9,8,93,88,90,97,89,2,6,100,,,,,4,4,2,2,4,2,2,2,5
119,"Executivo - Dest",73%,5,4,5,5,4,3,5,5,4,5,5,4,5,5,5,4,3,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,2,2,5,2,2,2,2,2,5,5,5,4,4,5,4,5,5,5,5,,4,4,4,3,4,2,3,2,3,3,5,4,4,4,4,4,4,5,5,2,5,5,5,4,3,5,2,5,5,4,4,2,3,2,3,3,3,4,3,5,3,4,3,3,5,4,5,5,5,5,4,5,5,5,5,4,5,5,4,3,3,4,5,4,5,5,3,5,2,2,2,4,4,4,4,2,30,3,60,40,23,21,70,30,,,1,1,33,36,16,67,22,33,18,18,28,88,0,54,3,0,24,03,0,100,100,100,100,100,85,100,100,100,75,80,76,80,76,80,76,80,76,80,69,5,2,2,2,2,2,2,5,5
120,"Executivo - Sisp",11%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,4,5,2,5,5,2,2,4,4,4,2,4,2,2,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,2,4,4,5,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,3
121,"Executivo - Sisp",9%,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,5
122,"Executivo - Sisp",37%,4,4,4,2,2,2,4,5,5,5,4,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,4,5,5,2,2,2,2,2,2,2,5,5,5,2,5,4,4,4,2,4,4,5,2,4,4,2,2,5,2,5,5,2,4,2,4,4,4,4,5,4,2,2,4,2,1,2,2,2,2,4,2,4,2,4,2,4,2,4,2,2,2,2,2,2,2,4,4,2,2,2,5,5,5,5,5,4,2,2,2,2,4,2,2,2,4,2,4,2,5,5,5,4,2,2,4,2,2,4,2,2,2,2,4,4,4,4,4,4,4,4,5,4,4,2,2,2,5,5,4,2,4,99,95,100,100,100,,,,,,,1,,5,0,10,0,50,0,30,0,,,,,,,,,,,,,600000000,101,99,95,100,,,,,,,5,5,5,4,5,5,2,2,5
123,"Executivo - Dest",55%,5,5,5,5,5,4,5,5,5,5,5,4,5,4,4,4,3,4,4,4,4,4,5,3,3,4,4,4,5,5,4,5,4,4,5,5,5,5,4,5,4,4,5,5,1,5,4,5,3,4,5,5,4,5,5,3,5,2,3,2,2,2,5,2,2,2,2,3,4,3,4,4,4,4,4,4,3,3,1,1,3,3,3,3,3,2,3,2,3,3,4,4,4,3,3,3,3,3,4,3,4,4,4,5,5,4,4,5,4,4,4,5,5,4,5,5,5,5,5,5,5,4,4,5,5,4,5,4,5,5,5,3,4,4,4,3,5,5,5,5,5,5,5,5,5,3,4,5,4,4,4,3,5,4,3,5,100,100,100,100,0,100,,,,,1,,12,71,0,35,65,,,,,,,,,,,,,,,,,100,98,100,100,100,98,100,98,100,98,4,3,3,4,3,3,2,4,5
124,"Executivo - Dest",46%,2,2,2,5,2,2,4,5,5,5,4,5,5,2,2,2,2,2,4,4,5,5,3,2,2,4,4,4,4,5,4,5,4,4,5,3,3,3,2,4,4,4,4,3,4,5,4,5,4,4,4,4,5,2,4,4,4,2,2,2,2,2,5,2,5,2,2,2,5,5,5,2,5,4,4,5,4,5,4,1,3,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,4,4,2,2,4,2,2,2,2,2,2,3,2,2,2,4,5,2,2,5,4,5,5,2,2,2,2,4,5,2,2,3,2,5,5,3,5,5,2,2,4,5,5,2,2,5,100,100,100,100,100,60,100,90,100,95,1,1,30,10,80,20,70,10,10,0,10,0,100,0,100,0,80,20,,,,,20,20,100,100,100,70,100,100,,,1,1,1,1,1,1,1,1,5
125,"Executivo - Sisp",41%,5,5,1,4,2,4,4,2,2,2,3,3,3,3,2,2,2,2,1,1,1,1,1,5,3,4,5,4,5,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,5,5,5,5,3,3,5,5,5,5,5,5,5,5,4,5,5,1,4,3,3,3,4,3,4,3,4,3,5,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,5,3,2,2,4,3,3,2,2,4,3,4,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,5,5,5,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,100,100,100,70,100,70,100,100,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,2,2,2,2,5,5
126,"Executivo - Sisp",32%,3,5,4,4,3,2,4,5,4,4,4,3,4,3,3,3,3,3,2,3,2,2,3,2,3,3,3,3,4,1,1,1,1,1,1,4,5,4,4,4,5,4,4,5,3,4,4,5,3,3,3,4,3,3,3,3,4,3,3,3,3,3,4,4,4,3,3,3,4,4,3,3,3,4,3,2,3,3,2,,3,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,2,3,3,2,3,2,2,3,2,3,2,4,3,4,2,5,3,2,4,3,2,3,2,3,3,3,2,2,2,4,4,5,4,4,4,4,3,4,3,4,3,3,2,4,4,4,3,2,20,100,20,100,100,100,20,100,,,,,,,,,,,,,,,,,,,,,,,,,23000,100,2204,100,30000,100,110678,75,5,,,4,3,3,3,3,2,2,3,4
127,"Executivo - Sisp",46%,5,1,2,5,2,2,4,5,5,5,3,4,4,4,2,2,2,2,4,4,4,2,2,2,2,4,3,4,4,1,5,5,4,4,5,5,5,5,1,4,4,4,4,4,2,3,5,5,3,3,3,3,3,3,3,4,5,4,5,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,2,1,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,5,4,5,5,5,4,3,3,4,5,3,5,5,5,5,5,2,3,3,3,4,4,3,4,5,5,3,3,3,3,2,5,4,4,2,4,2,2,2,2,2,2,5,5,2,5,5,5,5,5,5,5,5,4,4,2,5,5,2,4,5,,,,,,,,,,,1,1,70,30,70,30,70,30,,,,,100,100,100,100,,,,,,,100,100,100,100,100,80,,,,,3,5,4,5,2,1,1,5,4
128,"Executivo - Sisp",75%,5,5,4,5,2,3,5,5,5,5,5,5,4,2,5,4,4,5,4,4,4,4,2,5,3,3,5,4,5,3,3,3,2,2,4,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,2,5,5,5,5,5,5,5,4,5,5,5,1,5,4,4,3,4,5,4,5,4,3,3,3,2,2,3,5,4,5,5,4,5,5,5,4,5,5,5,5,5,3,4,5,5,5,4,4,5,2,2,4,3,3,3,5,3,4,5,5,3,4,5,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,3,5,5,4,3,3,100,100,6,6,100,100,2,2,100,100,,1,,,,,,,,,,,,,,,,,,,,,99,9,99,97,99,4,99,9,-30,13,99,24,97,45,98,89,100,5,4,5,4,5,5,3,2,5
129,"Executivo - Sisp",31%,2,3,2,4,2,2,2,5,4,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,2,4,5,2,5,3,3,4,2,4,2,4,3,2,4,4,2,4,2,2,4,2,2,2,5,2,2,5,2,2,3,4,3,3,3,3,3,2,3,3,3,1,5,2,4,2,5,2,3,3,5,2,5,2,5,2,3,3,3,5,5,2,5,5,2,2,2,2,2,3,5,2,2,2,5,5,5,2,2,4,2,5,2,2,2,5,4,3,5,5,4,5,2,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,2,5,0,5,0,5,0,8,0,6,,,,,,,1,,50,,,,,,,,,,,,,,,,,,,,100,80,100,100,100,100,,,,,4,4,4,4,4,2,2,5,4
130,"Executivo - Sisp",40%,2,5,2,2,2,2,5,5,5,5,4,4,4,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,4,2,4,2,2,2,5,5,5,5,2,5,5,5,5,5,2,5,5,5,2,5,5,5,5,5,5,4,4,3,4,4,2,2,5,2,2,2,2,2,3,3,4,2,2,4,4,2,2,4,2,1,3,2,2,2,2,2,4,3,3,2,5,5,4,3,4,4,3,4,5,3,2,2,2,4,3,5,3,3,4,4,4,4,4,2,4,3,3,4,3,4,4,4,3,3,3,3,5,5,5,5,3,4,4,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,3,2,3,4,4,3,2,3,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,100,100,100,30,100,50,30,0,100,0,0,,0,,0,,0,,0,,4,3,4,2,2,3,3,4,5
131,"Executivo - Sisp",28%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,4,4,3,2,2,2,2,5,2,5,4,2,2,4,4,4,4,4,4,4,2,4,4,2,1,4,2,4,2,4,2,4,2,2,2,5,4,5,4,4,5,5,5,5,2,2,2,2,2,2,4,2,2,4,4,4,2,2,2,2,3,2,4,2,5,4,4,2,4,4,4,4,2,2,5,3,2,4,4,4,2,2,5,5,5,4,2,5,5,5,5,2,2,2,2,2,5,5,5,5,5,100,60,100,80,100,70,,,,,1,1,90,50,40,20,0,0,,,,,100,0,,,,,,,,,100,95,100,90,100,98,100,95,,,2,2,2,2,2,2,2,4,5
132,"Executivo - Sisp",61%,5,4,2,4,2,2,5,5,4,5,4,5,4,2,2,2,2,2,4,4,2,5,2,2,2,2,4,4,5,4,4,5,2,4,3,4,5,5,2,5,5,4,5,5,2,5,5,5,4,5,5,5,5,5,5,4,5,3,4,5,2,2,5,2,2,2,2,4,5,5,5,5,5,5,5,2,5,5,4,1,4,2,4,2,3,3,4,2,4,2,5,2,4,2,2,2,2,2,2,2,3,3,3,3,2,5,5,5,4,3,5,3,5,2,4,3,2,4,2,5,2,4,2,4,4,4,5,5,3,5,5,5,4,4,2,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,2,3,4,4,4,2,100,90,100,100,100,100,100,90,100,100,1,1,50,15,70,20,50,50,30,0,50,40,100,15,100,0,100,50,,,,,95,99,47,95,100,95,99,,,,,4,3,3,3,4,2,2,4,5
133,"Executivo - Sisp",33%,5,5,4,4,4,5,4,4,3,3,3,4,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,5,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,4,5,5,3,3,4,4,4,4,3,3,3,3,3,4,3,3,3,3,0,10,0,90,0,50,,,,,1,,80,10,100,30,50,10,10,0,50,10,,,,,,,,,,,100,0,100,40,20,0,100,90,100,90,3,3,3,2,2,2,2,2,3
134,"Executivo - Sisp",53%,5,5,2,5,3,3,5,5,5,5,5,2,5,3,3,3,3,3,2,2,4,4,2,4,2,2,2,3,4,4,4,2,2,2,3,5,5,4,5,5,5,4,5,5,2,5,5,5,3,5,5,5,5,3,5,2,5,5,5,5,2,2,4,2,2,2,5,2,4,4,4,4,4,4,4,2,5,5,5,,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,2,2,2,2,2,2,5,5,5,3,3,4,2,2,2,2,2,2,2,2,5,2,4,2,5,2,4,5,2,2,2,5,4,4,2,2,2,2,5,5,2,5,5,5,5,5,5,5,5,2,2,2,2,4,2,2,2,32,100,0,25,100,1,100,1,100,1,0,1,1,100,,100,,100,,90,,,,100,0,100,0,100,0,100,0,,,,,,,,,,,,,3,3,3,3,4,1,1,4,5
135,"Executivo - Sisp",43%,3,5,4,2,3,4,3,4,4,4,3,3,4,3,3,3,3,3,3,2,3,3,4,5,3,3,3,3,5,1,3,3,3,3,3,4,5,4,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,5,3,3,3,3,3,5,5,3,3,3,3,3,5,3,4,4,4,3,5,3,3,3,1,3,3,4,4,4,3,3,3,3,3,5,5,5,5,3,5,3,4,5,4,3,3,3,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,5,5,5,5,3,3,3,3,3,3,4,5,5,5,5,5,4,5,5,5,5,4,4,4,3,3,5,4,4,4,100,100,100,100,100,100,100,100,,,1,,50,0,50,0,50,0,100,0,,,,,,,,,,,,,100,100,100,100,100,100,100,100,,,3,3,3,3,3,3,3,3,5
136,"Executivo - Sisp",46%,3,5,4,4,5,3,2,5,4,2,2,3,5,3,4,2,2,4,3,3,2,2,2,2,3,2,4,3,4,4,4,5,4,4,5,3,5,5,2,3,3,2,2,2,2,5,5,5,2,5,2,5,5,4,2,5,5,2,5,5,2,2,5,2,2,2,2,2,3,4,5,2,2,5,5,5,2,5,5,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,2,5,5,3,3,3,3,3,3,5,5,5,4,5,4,4,4,5,5,5,2,2,5,5,5,2,2,5,3,300,,,,,,,,,,1,,,,,,,,,,,100,0,100,0,100,0,,,,,,,,,,,,,,,5,4,3,3,5,2,2,4,5
137,"Executivo - Sisp",21%,2,3,2,4,2,2,2,5,5,5,3,3,3,3,4,3,3,3,2,2,2,2,2,2,3,3,3,3,4,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,2,3,3,3,3,2,3,3,4,4,4,3,2,2,2,4,2,2,4,2,4,2,4,2,4,2,2,3,3,3,2,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,100,,80,20,50,50,40,60,100,,1,1,30,,10,90,90,10,70,,,,100,,,,,,,,,,580,81,89,200000000,194,65,3000000,114,87,,,,,4,4,4,4,5,3,3,2,4
138,"Executivo - Sisp",87%,5,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,5,3,3,5,5,5,5,4,5,5,1,5,5,1,1,5,4,5,3,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,3,4,5,4,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,1,100,1,100,15,100,1,100,1,100,1,,30,0,10,0,0,0,100,0,100,0,,,,,,,,,,,70,100,95,100,90,98,90,97,90,96,5,4,4,4,5,5,5,2,5
139,"Executivo - Sisp",23%,5,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,5,5,5,5,5,5,5,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,4,5,4,5,2,5,5,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,100,100,100,0,25,5,100,50,100,35,1,,100,0,30,0,,,,,,,,,,,,,,,,,100,97,100,95,100,97,100,94,100,90,2,2,2,2,2,2,2,2,4
